Number of elem 14133 
0;0;8.580936e-35;-7.568592e-35;-1.521488e-33;
0;1;2.338477e-34;-1.752558e-34;-4.294229e-33;
0;2;-4.070823e-34;2.221089e-34;8.613698e-33;
1;0;-1.684977e-34;-4.763764e-35;7.973679e-33;
1;1;1.603116e-35;-1.283455e-34;-4.418283e-33;
1;2;-1.351032e-34;1.706140e-35;2.849733e-33;
2;0;5.455199e-12;3.437526e-11;3.061694e-10;
2;1;5.396691e-12;-5.580859e-11;-3.614026e-10;
2;2;2.990665e-11;-7.824682e-12;-7.924378e-10;
3;0;-1.789366e-45;-7.346282e-45;7.289961e-44;
3;1;2.270344e-44;-1.212191e-45;-1.512877e-43;
3;2;-3.405862e-44;1.546100e-44;1.862512e-43;
4;0;-2.000533e-10;3.874349e-11;1.866255e-09;
4;1;3.831193e-10;1.191286e-10;-6.138132e-10;
4;2;3.758421e-10;-1.076935e-10;3.082830e-09;
5;0;3.639547e-22;-4.549853e-22;2.884198e-21;
5;1;-4.883576e-22;9.787192e-23;-6.809793e-23;
5;2;-9.830001e-22;1.327316e-21;-1.421619e-20;
6;0;2.516046e-35;2.776535e-36;-3.281410e-34;
6;1;-3.145209e-35;-3.203819e-35;-2.824840e-34;
6;2;-1.846851e-35;-3.101105e-35;3.735252e-34;
7;0;4.904580e-12;-3.281406e-12;7.947230e-11;
7;1;5.054172e-14;9.384736e-13;2.978485e-11;
7;2;4.430997e-12;2.034523e-12;1.060748e-11;
8;0;-2.478609e-07;-3.076435e-07;1.669671e-05;
8;1;-2.090132e-07;-7.343730e-07;-9.650011e-06;
8;2;-6.211834e-07;7.156794e-07;1.305118e-05;
9;0;2.432959e-32;-2.038666e-32;-2.193258e-31;
9;1;1.518165e-32;8.945307e-33;-2.833979e-31;
9;2;-2.412878e-32;-7.553868e-34;2.999878e-31;
10;0;-1.667287e-45;3.905221e-46;1.335532e-44;
10;1;2.961019e-45;2.839412e-46;-5.589217e-44;
10;2;1.060690e-47;-2.379325e-45;-3.349512e-44;
11;0;-5.859026e-10;-3.926356e-10;1.754290e-09;
11;1;4.873280e-10;2.522351e-10;-2.129341e-09;
11;2;8.098507e-10;4.599511e-10;2.579525e-09;
12;0;-3.958206e-13;2.832597e-13;-8.900883e-12;
12;1;-9.026956e-14;2.179350e-13;-3.759542e-12;
12;2;2.138583e-13;-8.775921e-14;-1.604338e-12;
13;0;4.633979e-12;2.388634e-12;2.799309e-11;
13;1;2.163241e-12;9.851398e-13;3.671136e-11;
13;2;-8.637263e-13;-1.737446e-12;4.566797e-11;
14;0;1.715984e-44;2.498373e-45;-4.072286e-45;
14;1;-1.024147e-45;1.189113e-45;2.444774e-44;
14;2;-2.947520e-44;-1.023072e-44;-8.180701e-44;
15;0;-1.247918e-66;-5.953763e-69;2.585526e-65;
15;1;2.027895e-67;1.242525e-67;-3.652348e-66;
15;2;3.156293e-67;-5.881277e-67;-7.974753e-66;
16;0;2.960488e-02;2.141823e-02;-3.593425e-03;
16;1;-1.703267e-02;-3.855382e-02;-8.449011e-02;
16;2;1.735332e-02;3.871193e-02;5.839118e-01;
17;0;5.088126e-03;-1.224649e-02;1.021073e-01;
17;1;-1.829165e-02;1.689321e-02;-1.035436e-01;
17;2;3.847533e-02;-2.943070e-02;3.081378e-01;
18;0;-1.298597e-59;-5.260049e-60;4.693043e-59;
18;1;-1.734836e-59;-4.576712e-59;-1.308664e-58;
18;2;2.965991e-59;1.848180e-59;-5.474993e-59;
19;0;-5.522303e-03;5.113770e-02;5.960232e-01;
19;1;-1.273268e-02;1.472657e-02;2.630676e-01;
19;2;-2.942540e-03;-3.292159e-02;-2.485305e-01;
20;0;5.400684e-04;-2.271020e-03;3.650955e-02;
20;1;1.862524e-03;-2.248264e-03;-1.728927e-01;
20;2;-3.650503e-03;2.844609e-03;-1.228099e-01;
21;0;1.560275e-16;-7.394380e-18;5.284046e-15;
21;1;-1.416402e-16;-1.300746e-16;-3.014097e-16;
21;2;3.580266e-16;6.697910e-16;7.392025e-15;
22;0;3.100999e-05;9.610419e-05;-2.074593e-03;
22;1;-1.115972e-05;5.265591e-05;-2.563912e-04;
22;2;6.230000e-05;-2.173116e-05;-1.325737e-03;
23;0;6.757211e-02;1.066261e-01;-1.121143e+00;
23;1;-1.793368e-01;-1.938339e-01;2.632929e-01;
23;2;2.761450e-01;1.249354e-01;2.436619e+00;
24;0;-2.832913e-87;1.101807e-87;-3.446506e-86;
24;1;3.031583e-86;1.029569e-86;4.822393e-85;
24;2;-1.238525e-86;-5.172654e-87;-1.923015e-85;
25;0;1.050581e-35;3.943234e-35;1.167876e-34;
25;1;4.938483e-35;3.452156e-35;9.627523e-34;
25;2;-2.254633e-35;-2.875118e-35;-3.500595e-34;
26;0;-2.891854e-02;-3.005937e-01;9.243804e-01;
26;1;1.147372e-01;-9.583193e-02;1.091131e+00;
26;2;-4.206476e-03;5.189043e-01;-4.199209e+00;
27;0;1.005655e-13;3.526662e-14;-1.733620e-12;
27;1;4.184623e-15;-5.289593e-16;-2.512941e-13;
27;2;-4.704861e-14;7.858643e-14;4.832198e-13;
28;0;-7.238312e-78;-8.160175e-78;-6.213251e-77;
28;1;-4.201598e-77;4.319161e-77;7.183956e-76;
28;2;2.120531e-77;-1.484960e-77;-2.781294e-76;
29;0;3.461793e-01;-6.541939e-01;-5.769047e+00;
29;1;2.384796e-01;7.064140e-01;-2.905440e+00;
29;2;-7.073621e-01;4.073853e-01;-3.793885e+00;
30;0;-3.934820e-11;-2.903991e-11;-6.388677e-10;
30;1;-1.945620e-11;2.089490e-11;-9.739559e-11;
30;2;-1.234061e-12;1.329543e-11;-3.248945e-10;
31;0;3.565149e-100;6.174624e-101;-1.528800e-99;
31;1;-2.430586e-100;5.309390e-100;8.049341e-99;
31;2;-2.891351e-100;-4.735326e-100;-2.800595e-99;
32;0;1.641832e-22;-4.839988e-23;2.520589e-22;
32;1;-2.284090e-22;4.504316e-23;-6.628435e-22;
32;2;4.073171e-23;-2.638891e-24;2.724864e-22;
33;0;-2.161336e-126;2.385675e-127;-1.999835e-125;
33;1;-3.190174e-126;-1.386701e-126;-1.944660e-125;
33;2;2.569088e-126;8.632166e-127;1.302877e-125;
34;0;3.293889e-122;-1.627562e-122;9.063703e-121;
34;1;-9.321776e-123;1.744820e-122;-1.271446e-121;
34;2;-5.565897e-123;-9.968336e-123;-2.890922e-121;
35;0;-1.609184e-79;1.189758e-79;1.035811e-78;
35;1;6.470789e-80;-3.491463e-80;-9.375753e-80;
35;2;2.641226e-79;-2.205788e-79;-2.202259e-78;
36;0;1.341448e-01;3.183997e-01;-3.860315e-01;
36;1;-3.664566e-01;-3.404907e-01;-1.297282e+00;
36;2;3.653867e-01;1.791789e-01;1.614439e+00;
37;0;-3.033232e-02;-1.513253e-02;-4.894740e-01;
37;1;4.700672e-03;-5.911575e-04;-4.658963e-01;
37;2;2.213389e-02;-1.647979e-02;3.924275e-01;
38;0;7.879334e-73;-3.827241e-73;1.907836e-71;
38;1;6.537219e-73;-1.397779e-73;4.236341e-72;
38;2;-2.596667e-72;8.994111e-73;-4.968956e-71;
39;0;1.427706e-59;8.372134e-60;-1.774285e-58;
39;1;-1.546279e-59;-5.547152e-60;1.140742e-58;
39;2;-1.942863e-59;-9.244311e-60;4.034125e-58;
40;0;-2.983573e-62;1.318826e-61;-1.879370e-61;
40;1;-9.801509e-63;1.688636e-62;-4.587783e-61;
40;2;2.257158e-62;-7.768908e-62;1.894454e-61;
41;0;-4.863045e-02;-4.126045e-02;-2.651826e-01;
41;1;1.139897e-01;2.227845e-02;-4.031100e-02;
41;2;-6.264116e-02;2.035249e-02;8.712925e-02;
42;0;-5.362452e-04;-6.278602e-03;-9.675015e-01;
42;1;-6.269323e-02;-3.479011e-02;8.097845e-01;
42;2;4.481335e-02;1.119415e-03;1.603221e+00;
43;0;-9.156859e-81;2.386319e-81;8.859783e-80;
43;1;1.541611e-80;2.847545e-80;-4.662173e-79;
43;2;-2.408562e-81;-7.175052e-81;1.170442e-80;
44;0;1.679678e-74;5.231063e-74;-9.832956e-73;
44;1;1.544596e-74;-2.150001e-74;6.853472e-73;
44;2;-1.229582e-74;-7.071376e-75;8.336544e-74;
45;0;1.616128e-63;3.454148e-63;1.107327e-62;
45;1;-2.045587e-63;1.150184e-63;4.471830e-62;
45;2;-1.685451e-63;-3.595430e-63;-1.909376e-62;
46;0;-8.277080e-02;-3.653901e-03;2.508633e-01;
46;1;5.496481e-02;-5.809332e-02;5.711333e-01;
46;2;6.950806e-02;3.879697e-02;1.516888e-01;
47;0;1.474651e-28;-6.084198e-29;2.718775e-27;
47;1;-1.194456e-28;5.200888e-29;-1.344983e-27;
47;2;1.734977e-28;-7.742237e-29;1.248171e-27;
48;0;-2.438125e-34;2.524172e-34;-4.284129e-33;
48;1;1.411916e-34;-1.428383e-34;-1.644877e-34;
48;2;3.780437e-34;-4.679321e-34;1.191094e-32;
49;0;1.924440e-08;1.155173e-09;-2.943764e-07;
49;1;7.425767e-09;-3.930169e-08;1.105477e-07;
49;2;-7.804702e-08;-9.758605e-09;-5.095284e-07;
50;0;4.089969e-01;-2.188890e-01;4.010435e+00;
50;1;3.971458e-01;-1.847328e-01;1.977377e-01;
50;2;-6.658404e-01;3.515935e-01;-2.319387e+00;
51;0;2.956022e-02;1.054927e-02;-1.924816e-01;
51;1;-2.901645e-02;-1.520619e-02;6.808124e-01;
51;2;3.246512e-02;7.876991e-03;8.298955e-01;
52;0;-4.804473e-20;8.968932e-21;-2.206493e-20;
52;1;9.495102e-20;-3.418852e-20;8.091843e-20;
52;2;-5.813651e-21;3.329239e-21;-1.721280e-21;
53;0;6.220006e-24;5.577100e-24;3.770394e-23;
53;1;-8.647387e-24;-3.841490e-25;8.334979e-23;
53;2;-9.406961e-24;-5.009045e-24;9.358858e-23;
54;0;4.622484e-103;3.331671e-103;-1.378292e-101;
54;1;-8.354753e-103;-2.905726e-102;5.107346e-101;
54;2;2.676727e-103;1.058671e-102;-1.019293e-101;
55;0;4.196635e-37;-4.690647e-36;1.688335e-35;
55;1;-8.372711e-38;-1.526327e-36;3.259037e-35;
55;2;-6.338157e-37;2.494150e-36;6.918146e-36;
