Number of elem 2948 
0;0;-6.171476e-42;-7.439572e-42;-3.299560e-41;
0;1;-2.643809e-41;1.884272e-41;3.681257e-40;
0;2;2.686581e-41;-1.046263e-41;-4.282695e-40;
1;0;-8.827734e-44;-7.719234e-43;-1.032158e-41;
1;1;-4.675579e-44;-5.158528e-43;-2.792243e-42;
1;2;4.077590e-44;6.264303e-43;6.140595e-42;
2;0;-9.575783e-45;-2.900729e-44;-1.875309e-45;
2;1;-1.837431e-43;-1.853973e-43;-5.480691e-42;
2;2;8.745612e-44;9.305216e-44;2.520562e-42;
3;0;-4.157912e-25;-7.906590e-26;6.220942e-24;
3;1;8.191681e-26;2.709303e-26;-1.279890e-25;
3;2;8.623335e-25;1.271909e-25;-1.605495e-23;
4;0;-1.050783e-08;1.000235e-08;-1.689314e-07;
4;1;-5.152406e-09;4.519308e-09;-1.738574e-07;
4;2;7.877610e-09;-6.822627e-09;1.707352e-07;
5;0;2.155087e-57;2.076883e-56;-3.233443e-55;
5;1;-1.905622e-58;-7.580433e-57;1.161206e-55;
5;2;-2.410115e-57;-4.835572e-57;9.729618e-56;
6;0;-9.708990e-75;-3.801553e-75;-2.212816e-74;
6;1;1.007207e-74;3.942940e-75;1.472893e-74;
6;2;9.361046e-75;3.663166e-75;2.964408e-74;
7;0;1.262757e-108;-7.593357e-109;2.652136e-107;
7;1;3.987512e-109;-3.345152e-110;-1.051429e-108;
7;2;-2.855482e-108;1.606368e-108;-5.443929e-107;
8;0;-1.026924e-65;1.966333e-65;3.744175e-64;
8;1;4.635886e-66;-8.283728e-66;-1.595289e-64;
8;2;5.681506e-67;-2.098691e-66;-3.727740e-65;
9;0;6.156954e-42;-1.008479e-41;3.562702e-40;
9;1;-5.459803e-42;-1.872190e-41;5.919903e-40;
9;2;-2.560109e-41;2.102885e-41;-9.733663e-40;
10;0;3.624097e-104;-6.435333e-105;5.952064e-103;
10;1;1.232434e-104;-2.418935e-104;5.400704e-103;
10;2;-8.703862e-104;3.973591e-104;-1.633902e-102;
11;0;1.448213e-89;2.185628e-89;3.261227e-88;
11;1;-4.959643e-89;-7.969916e-89;-1.721132e-87;
11;2;1.754594e-89;2.870499e-89;6.970318e-88;
12;0;2.488881e-109;-4.142794e-113;-2.659034e-106;
12;1;-5.465073e-107;6.121675e-107;-6.746280e-106;
12;2;5.496610e-107;-6.116200e-107;1.207843e-105;
13;0;6.456011e-74;-3.545980e-73;-1.102020e-72;
13;1;2.720628e-74;-1.433988e-73;-2.917384e-73;
13;2;-1.560317e-73;8.510039e-73;2.460112e-72;
14;0;-6.054580e-11;4.511630e-11;-1.008326e-09;
